name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
"Pink House Hideaway,  Chicago",West Town,Entire home/apt,1.0,1.0,3,1,58.0,88,20,93.0,41.89882,-87.66999,0
Ina's Beachwood Inn,West Town,Entire home/apt,1.0,1.0,4,1,100.0,90,56,96.0,41.90741,-87.67327,1
Private Room In Modern Townhome With Rooftop!,Near West Side,Private room,1.0,1.0,2,1,89.0,180,18,99.0,41.87272,-87.68632,1
2+ bed apt 15minutes or less to McCormick/downtown,Douglas,Entire home/apt,2.0,1.0,6,3,95.0,0,28,98.0,41.82952,-87.61984,1
"Sophisticated, 2-BR Luxury Condo in Old Town",Lincoln Park,Entire home/apt,2.0,1.0,4,2,88.0,125,44,99.0,41.91469,-87.64009,0
"As seen on NBC’s hit series, “Chicago Fire!”",West Town,Entire home/apt,2.0,2.0,7,2,239.0,365,15,96.0,41.898,-87.67893000000002,0
Bold and Bright Owner's Flat in Design District,Near North Side,Entire home/apt,3.0,2.0,8,1,427.0,331,46,97.0,41.89100000000001,-87.63303,0
Albany Park Condo Room,Albany Park,Private room,1.0,1.0,2,1,25.0,0,10,100.0,41.96779,-87.72187,0
Center of Lincoln Park/Depaul/Wrigley+ parking!,Lincoln Park,Entire home/apt,2.0,1.0,8,1,63.0,164,219,90.0,41.91924,-87.6525,0
Huge Skylit Master Room - ONE block from Blue Line,Irving Park,Private room,1.0,1.0,1,10,120.0,0,31,99.0,41.94723,-87.7159,1
Spacious & Beautiful Logan Square Garden Unit,Logan Square,Entire home/apt,2.0,1.0,5,14,89.0,365,25,89.0,41.9227,-87.71710999999998,0
Peaceful Quiet Home in Historical Pullman,Pullman,Entire home/apt,3.0,1.5,6,3,95.0,177,32,96.0,41.68942,-87.60783,0
"Modern Urban Suite - West Town, Centrally Located",West Town,Entire home/apt,1.0,1.0,2,2,72.0,15,87,97.0,41.89586,-87.6618,1
Brand New Designer Wrigleyville/Lakeview Loft,Lake View,Entire home/apt,2.0,1.0,6,2,125.0,0,61,99.0,41.95038,-87.65904,1
Linda's Oasis,Lincoln Park,Entire home/apt,1.0,1.0,4,2,179.0,360,26,94.0,41.91759,-87.63954,1
Sunny & Spacious Private Apt in Artist’s Home,Lincoln Square,Entire home/apt,2.0,1.0,4,1,118.0,0,11,100.0,41.9748,-87.69266,1
Bright & Renovated Irving Park Duplex w/ Backyard!,Irving Park,Entire home/apt,4.0,2.0,10,1,123.0,319,72,97.0,41.95588,-87.70538,1
Wicker Park 2 Bedroom Condo with Roof Deck!,West Town,Entire home/apt,2.0,1.0,4,1,150.0,70,134,96.0,41.90392,-87.67367,0
Hip Logan Square SPACIOUS & CLEAN 2 Bed Apt!,Logan Square,Entire home/apt,2.0,1.0,7,2,115.0,296,62,92.0,41.92708,-87.71347,0
G3. Next to Downtown! Best location & affordable!,Logan Square,Private room,1.0,1.0,1,30,39.0,80,136,95.0,41.91685,-87.69449,0
Comfort  zone,North Center,Entire home/apt,2.0,1.0,4,1,100.0,358,74,96.0,41.9365,-87.67501999999998,1
B5- Next to Downtown Chicago - Private Room,Near West Side,Private room,1.0,3.0,4,7,50.0,0,115,92.0,41.87552,-87.6798,0
3 Bed Wrigley home w/view & deck - 3rd Fl,Lake View,Entire home/apt,3.0,2.0,8,1,500.0,289,32,99.0,41.94766,-87.65881999999998,0
"Comfy 1 bedroom apartment, parking, Wi-Fi, fruits",Lower West Side,Entire home/apt,1.0,1.0,6,1,59.0,354,132,89.0,41.85831,-87.65034,0
West Town 1 Bedroom Apartment Fresh and New,West Town,Entire home/apt,1.0,1.0,4,2,110.0,33,40,96.0,41.89392,-87.66747,1
Bright 1BR near Public Transit - 2 min walk,Norwood Park,Private room,1.0,1.5,2,1,42.0,80,115,97.0,41.98642,-87.77847,0
1 Bedroom Apartment by McCormick Place & Chinatown,Bridgeport,Entire home/apt,1.0,1.0,2,2,50.0,30,138,89.0,41.84532,-87.64044,0
Quiet Room Near Highway and Portillos,Irving Park,Private room,1.0,1.0,1,2,32.0,0,19,100.0,41.9486,-87.71519,1
Bedroom,West Garfield Park,Private room,1.0,1.0,2,30,32.0,269,14,100.0,41.87289000000001,-87.73127,1
Cozy  bedroom,West Garfield Park,Entire home/apt,1.0,1.0,4,1,250.0,179,18,86.0,41.87798,-87.73061,0
Designer Logan Square 2BR Apartment,Logan Square,Entire home/apt,2.0,1.0,5,1,65.0,338,100,96.0,41.92799,-87.69729,0
Quaint Garden Apartment 2 BR Near UCC,East Garfield Park,Entire home/apt,2.0,1.0,4,3,120.0,365,20,95.0,41.87856,-87.69542,1
🏠 4 BR Swank Victorian Near United Center Chicago,East Garfield Park,Entire home/apt,4.0,3.0,10,3,325.0,360,37,99.0,41.87856,-87.69542,1
Cozy Apartment Steps from Hip Logan Square & Train,Avondale,Entire home/apt,1.0,1.0,4,4,50.0,364,19,97.0,41.93555,-87.70526,0
🏠 Stunning 6 BDRM 2 BA w/pkng Perfect 4 Holiday Travel,South Shore,Entire home/apt,6.0,2.0,10,3,250.0,365,20,94.0,41.76099,-87.55888,1
Cozy 2BR-2BA a block away from Millenium Park,Loop,Entire home/apt,2.0,2.0,8,1,94.0,125,180,93.0,41.88306,-87.62576999999997,0
West Town- Private Room- Free Street Parking,West Town,Private room,1.0,1.0,3,2,46.0,180,36,95.0,41.89255,-87.67263,0
Visit the United Center & Explore City of Chicago,Near West Side,Entire home/apt,2.0,1.0,4,2,75.0,90,161,97.0,41.88243,-87.67976999999998,1
ENTIRE CLEAN MODERN 2 BR APT HAVEN/GARAGE PARKING,Belmont Cragin,Entire home/apt,2.0,1.0,4,2,83.0,172,87,96.0,41.91841,-87.76041,1
Southport Inn 2BR Condo - Close to Train & Wrigley,Lake View,Entire home/apt,2.0,2.0,6,1,155.0,129,97,97.0,41.93958,-87.66503,1
Trendy Old Irving Apartment,Irving Park,Entire home/apt,3.0,1.0,6,3,125.0,220,55,96.0,41.95346,-87.74015,0
Great location! Spacious and stylish residence!,Lake View,Entire home/apt,3.0,1.0,8,2,109.0,118,85,93.0,41.94245,-87.64913,0
Beautiful River North Condo,Near North Side,Entire home/apt,2.0,2.0,4,3,90.0,0,31,98.0,41.89765,-87.64389,0
Pilsen Apartment,Lower West Side,Entire home/apt,2.0,1.0,4,2,125.0,19,26,98.0,41.8557,-87.65347,0
Bronzeville Apartment,Grand Boulevard,Entire home/apt,3.0,1.0,6,2,167.0,322,41,100.0,41.8043,-87.60722,1
Chill Like a Local-Fun Bucktown/Logan Sq w/Parking,Logan Square,Private room,1.0,1.0,2,2,50.0,0,17,99.0,41.92517,-87.69117,1
"301 Hulu Tv Room, Private entrance, Great Location",Edgewater,Private room,1.0,1.0,2,1,39.0,308,22,92.0,41.98553,-87.67134,0
Quiet & Cozy Garden Unit with Private Entrance,Rogers Park,Entire home/apt,1.0,1.0,4,3,56.0,130,61,97.0,41.99889,-87.67387,1
Catch a game at Wrigley,Lake View,Private room,1.0,1.0,2,1,91.0,87,68,98.0,41.94597,-87.64323,1
雅居,Brighton Park,Private room,1.0,1.0,2,1,42.0,139,13,100.0,41.813,-87.70810999999998,1
The Wonders of Wrigley: Beautiful 3 Bed/2 Bath,Lake View,Entire home/apt,3.0,2.0,6,2,99.0,0,37,99.0,41.94535,-87.65286,1
Harper House - Hyde Park,Hyde Park,Entire home/apt,2.0,1.5,4,2,100.0,0,12,98.0,41.79086,-87.58769000000002,1
"Trendy Wicker Park with parking, sleeps up to 5",West Town,Entire home/apt,1.0,1.0,5,2,78.0,338,76,94.0,41.90726,-87.67236,0
Relax Open Atomosphere Home,North Center,Private room,1.0,1.5,2,1,100.0,180,35,94.0,41.93891,-87.67867,0
"NEW Upgraded,Spacious 3 Bedrooms Apartment.",Jefferson Park,Entire home/apt,3.0,1.0,6,2,138.0,365,18,100.0,41.97355,-87.77004000000002,1
Sunny & Modern 2-Bed in Trendy Logan Square,Logan Square,Entire home/apt,2.0,2.0,5,2,99.0,36,15,98.0,41.91579,-87.71007,0
Soak Up Mid-Century Style in Wrigleyville and Boystown,Lake View,Entire home/apt,3.0,3.5,12,2,556.0,345,59,97.0,41.94433,-87.64385,1
Cozy Chinatown Home by McCormick★Downtown★Wintrust,Armour Square,Entire home/apt,3.0,2.0,5,3,162.0,215,88,99.0,41.85507,-87.63528000000002,1
Relax in a Cozy Rustic-Modernist Suite,Lake View,Private room,1.0,1.0,4,1,102.0,87,54,99.0,41.94649,-87.64385,1
Chicago Old Town Apartment,Near North Side,Entire home/apt,2.0,1.0,6,2,135.0,0,52,98.0,41.90537,-87.64024,1
Oasis 1 #1416 - 4 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,4.0,2.0,12,1,240.0,364,22,95.0,41.85297,-87.63375,1
Sweet home in the southside,South Shore,Entire home/apt,2.0,1.0,5,3,91.0,179,30,98.0,41.76257,-87.58689,0
Logan Hideout: 1BR Near Blue Line,Logan Square,Entire home/apt,1.0,1.0,4,1,118.0,277,70,97.0,41.92667,-87.72008000000002,0
Study oasis with private 1/2 bath,Hyde Park,Private room,1.0,1.5,2,2,50.0,365,29,87.0,41.79973,-87.59915,0
"Free Parking, Hyde Park,  McCormick, U of Chicago",Washington Park,Entire home/apt,3.0,2.0,10,2,149.0,292,70,93.0,41.79621,-87.6176,0
Modern Open Atomosphere Home,North Center,Private room,1.0,1.5,2,1,100.0,178,66,86.0,41.93921,-87.67974,0
"Charming Apt. near Wrigley/Cubs, Ravenswood/Uptown",Uptown,Entire home/apt,1.0,1.0,5,2,80.0,35,78,98.0,41.96253,-87.66512,1
Brand new condo with luxury amenities,Near South Side,Private room,1.0,1.0,2,14,114.0,0,21,100.0,41.84735,-87.61887,0
Amazing Penthouse in Heart of Chicago’s South Loop,Near South Side,Entire home/apt,2.0,2.0,6,2,228.0,0,82,96.0,41.86001,-87.62621999999998,1
Beautiful Chicago Condo with a Spectacular View!,Near North Side,Entire home/apt,1.0,1.0,4,1,199.0,0,11,98.0,41.8925,-87.6289,0
2 Bed Apartment with Balcony,Avondale,Entire home/apt,2.0,1.0,7,1,41.0,157,187,97.0,41.94093,-87.71648,0
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,1.0,3,1,46.0,159,108,93.0,41.79902,-87.58252,0
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,2.0,3,1,38.0,190,95,92.0,41.79313,-87.58565,0
"5min to Wicker, Dtown | Quiet Flat + W&D | Zencity",West Town,Entire home/apt,2.0,1.0,5,1,44.0,149,123,95.0,41.90283,-87.69116,0
Bright 1 Bedroom in ❤️ of Lakeview! (w/ st prkng),Lake View,Entire home/apt,1.0,1.0,4,12,85.0,12,42,99.0,41.94027,-87.64773000000002,1
A. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,Calumet Heights,Shared room,1.0,3.0,2,2,15.0,354,48,95.0,41.72787,-87.57735,0
3Bd in Lakeview/Wrigleyville 1 Min. to Train,Lake View,Entire home/apt,3.0,1.0,6,3,279.0,0,12,97.0,41.93799,-87.65202,1
Private Bed and Bath near transit and UChicago,Woodlawn,Private room,1.0,1.0,4,1,36.0,0,31,97.0,41.77544,-87.5931,1
Cozy 2-bed Apartment,Forest Glen,Entire home/apt,2.0,1.0,6,2,130.0,179,16,98.0,42.01484,-87.77805,1
Beautiful private house- Sleeps 6 (NO PARTIES),South Shore,Entire home/apt,2.0,2.0,6,25,140.0,89,54,97.0,41.76606,-87.58889,1
Sunny 2BR / 1 BA in Hip West Town Location,West Town,Entire home/apt,2.0,1.0,4,2,100.0,0,15,100.0,41.89414,-87.66176,1
Wrigleyville Crash Pad 1/2 block from The Field,Lake View,Entire home/apt,2.0,1.0,7,1,186.0,188,108,98.0,41.94842,-87.65674,1
"3BR w/ Elevator, Patio & Laundry near the Red Line",Uptown,Entire home/apt,3.0,2.0,6,1,87.0,317,66,99.0,41.96344000000001,-87.66457,1
Large Gorgeous Condo (near downtown),East Garfield Park,Entire home/apt,2.0,1.0,4,1,120.0,90,17,91.0,41.88253,-87.69683,0
BR with PRIVATE OFFICE in Avondale/Old Irving Park,Irving Park,Private room,1.0,1.0,1,14,53.0,350,29,99.0,41.94245,-87.7317,1
Independence Park Place,Irving Park,Entire home/apt,2.0,1.0,6,1,125.0,90,71,97.0,41.95749,-87.72626,1
"Sanitized Stunning, Spacious Mins to downtown,cute",Austin,Entire home/apt,3.0,2.0,6,2,175.0,0,34,94.0,41.88389,-87.77332,0
"Sunny, fresh and charming!",North Park,Entire home/apt,2.0,1.0,4,3,97.0,122,63,97.0,41.98235,-87.71224000000002,1
"Large Private Unit w/ Projector, Parking, &Laundry",Portage Park,Entire home/apt,1.0,1.0,4,2,80.0,0,24,98.0,41.94021,-87.77253,0
Private bedroom and bathroom in West Town,West Town,Private room,1.0,1.0,2,2,65.0,178,66,93.0,41.89524,-87.67746,0
Beautiful comfy quiet spot w private entrance,Logan Square,Private room,1.0,1.0,2,2,83.0,324,56,99.0,41.91519,-87.70955,1
Convenient Brand New 3 Bedroom Apartment w/WIFI,Bridgeport,Entire home/apt,3.0,2.0,8,2,168.0,355,100,99.0,41.84542,-87.64695999999998,1
"Cozy, quiet, artsy, vintage, queer-friendly room",West Town,Private room,1.0,1.0,2,1,37.0,62,39,92.0,41.90576,-87.68734,1
"Belmont House, Classy & Chic/walk to Wrigley Fld",Lake View,Entire home/apt,2.0,1.0,6,2,113.0,323,53,97.0,41.93949,-87.66526999999998,1
"Sunny, quiet 1-bed near park and lake",Lincoln Park,Entire home/apt,1.0,1.0,2,3,81.0,44,14,100.0,41.92512,-87.63843,0
Home away from home!,Lincoln Park,Entire home/apt,3.0,2.0,6,2,157.0,0,24,98.0,41.91594,-87.63924,0
"Comfortable North Center Garden Apartment, 2BR",North Center,Entire home/apt,2.0,1.0,5,2,125.0,111,36,99.0,41.95536,-87.67727,1
"Beautiful 1BDRM + patio, walk2food&fun + parking",West Town,Entire home/apt,1.0,1.0,4,5,65.0,94,66,96.0,41.90061,-87.69934,0
Exquisite 6 br Downtown* Private Yard *Patio *Rare,Near North Side,Entire home/apt,6.0,6.5,16,2,435.0,190,17,100.0,41.90769,-87.63823000000002,0
Miss Della's Garden Suite,Grand Boulevard,Entire home/apt,1.0,1.0,4,2,56.0,109,54,96.0,41.8072,-87.60925,0
Humboldt Hide Away,West Town,Entire home/apt,2.0,1.0,6,1,85.0,49,104,98.0,41.9055,-87.68963000000002,1
Custom Apartment in the heart of Avondale,Avondale,Entire home/apt,2.0,1.0,6,2,150.0,364,41,100.0,41.93402,-87.71042,1
Opulent 3bdr2bth Old Town Luxury + Parking prmts,Lincoln Park,Entire home/apt,3.0,2.0,4,2,429.0,350,27,100.0,41.91274,-87.63627,0
Cozy Private Coach House,Logan Square,Entire home/apt,1.0,1.0,2,30,75.0,61,126,99.0,41.92258,-87.70096,1
West Town Nook,West Town,Entire home/apt,2.0,1.0,7,2,75.0,206,87,92.0,41.89692,-87.67126,1
TOP FLOOR SUITS - NORTH,Austin,Entire home/apt,1.0,2.0,2,2,59.0,3,91,92.0,41.88655,-87.7711,0
Wonderful Space with Free Street Parking,Albany Park,Private room,1.0,1.0,1,2,40.0,0,62,98.0,41.9687,-87.70593000000002,1
Cozy Room with Free Street Parking,Albany Park,Private room,1.0,1.0,1,2,43.0,0,83,99.0,41.96867,-87.70668,1
Beautiful & Inspiring Three Bedroom Home in Roscoe Village,North Center,Entire home/apt,3.0,1.0,7,1,96.0,72,127,99.0,41.94201,-87.67829,1
"Beautiful Modern, large, 4BR/4BA Private Home",Logan Square,Entire home/apt,4.0,4.0,16,2,500.0,0,56,98.0,41.91877,-87.68159,1
Private Room in Luxury Old Town Home,Near North Side,Private room,1.0,1.0,2,1,75.0,48,63,100.0,41.90642,-87.64085,1
Queen Room w/ Balcony in Boutique Wicker Park B&B,West Town,Hotel room,1.0,2.0,3,1,94.0,291,15,97.0,41.90701,-87.67245,0
"3BDRM Gorgeous apt. Pilsen, FREE street Parking",Lower West Side,Entire home/apt,3.0,1.5,7,1,100.0,251,61,99.0,41.85413,-87.68159,1
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,4,26.0,307,465,93.0,41.89183,-87.62633000000002,0
Sonder *Weekly Discounts* 1BR at The Plymouth,Loop,Private room,1.0,1.0,2,3,79.0,276,19,86.0,41.87548,-87.63002,0
Sonder *Monthly Discounts* 2BR at The Plymouth,Loop,Private room,2.0,1.0,4,3,138.0,307,77,96.0,41.87528,-87.62871,0
Sonder *Monthly Discounts* 3BR at The Plymouth,Loop,Private room,3.0,3.0,6,3,189.0,256,14,92.0,41.87741,-87.62971,0
Sonder | 4BR Near Trader Joe's,Loop,Private room,4.0,3.0,8,3,221.0,306,66,92.0,41.87529,-87.63011999999998,0
Sonder | Spacious 3BR in South Loop,Loop,Private room,3.0,2.0,6,3,155.0,307,110,93.0,41.87598,-87.62983,0
Sonder *Weekly Discounts* 3BR in South Loop,Loop,Private room,3.0,2.0,5,3,194.0,302,28,97.0,41.87571,-87.62805999999998,0
"Beautiful 2BR overlooking park, 3 mi from downtown",Bridgeport,Entire home/apt,2.0,1.0,6,6,65.0,69,105,100.0,41.83999,-87.6488,1
Convenient Hyde Park 2 Bedroom Apartment,Hyde Park,Entire home/apt,2.0,1.0,4,3,90.0,238,97,98.0,41.80125,-87.58876,1
Wicker Park spacious bedroom + private bathroom,West Town,Private room,1.0,1.0,2,1,55.0,48,126,100.0,41.90602,-87.68215,1
Fun Apartment in the Ukrainian Village,West Town,Entire home/apt,1.0,1.0,2,3,95.0,100,125,98.0,41.90093,-87.6955,1
Rehabbed Lakeview Townhome w/ Parking – Sleeps 10!,Lake View,Entire home/apt,3.0,2.5,10,1,246.0,330,77,96.0,41.93897,-87.65026,1
1 mile from Wrigley Field,Lake View,Entire home/apt,1.0,1.0,4,2,75.0,57,123,100.0,41.9395,-87.66384000000002,1
Chicago Vintage Home,Bridgeport,Entire home/apt,3.0,1.0,5,2,81.0,171,42,96.0,41.83887,-87.63924,0
"Heart of Chicago,by the Beach &train 3 bedrooms",Edgewater,Entire home/apt,3.0,1.0,7,2,160.0,365,25,92.0,41.9883,-87.65782,0
Dream 2720,North Lawndale,Private room,1.0,1.0,2,1,30.0,361,117,86.0,41.85805,-87.69355,0
PRIVATE LUXURY in Wicker Park Wonder,West Town,Private room,1.0,1.0,2,2,95.0,0,27,93.0,41.90496,-87.67534,0
Beautiful Wrigleyville Apartment,Lake View,Entire home/apt,2.0,1.0,5,2,141.0,7,24,98.0,41.95029,-87.65855,1
The Dr. Richard Kimball Arms,Logan Square,Entire home/apt,3.0,1.0,6,1,180.0,0,11,100.0,41.9278,-87.71236,0
Angie & Mike's Nest,Humboldt Park,Entire home/apt,3.0,1.0,6,1,106.0,196,17,100.0,41.90606,-87.71207,1
221 Room 3 - A Private Room in Heart of Chinatown,Armour Square,Private room,1.0,2.0,1,1,30.0,0,73,88.0,41.85211,-87.63393,0
Bright family-friendly Lincoln Square 2-bed 1-bath,Lincoln Square,Entire home/apt,2.0,1.0,5,1,94.0,219,135,100.0,41.97488,-87.69473,1
221 Room 6 - A Private Room in Heart of Chinatown,Armour Square,Private room,1.0,2.0,1,1,30.0,360,54,89.0,41.85093,-87.63315,0
221 Room 1 - A Private Room in Heart of Chinatown,Armour Square,Private room,1.0,2.0,1,15,30.0,180,73,88.0,41.85173,-87.63305,0
Magical Elf Quarters,Avondale,Entire home/apt,2.0,1.0,5,1,40.0,157,193,96.0,41.94056,-87.71544,0
Stay in a 2BR Converted Firehouse!,Uptown,Entire home/apt,2.0,2.0,4,1,69.0,0,100,98.0,41.96966,-87.66003,1
Cozy loft in Chicago's Uptown near CTA/Red Line,Uptown,Entire home/apt,1.0,1.0,4,2,90.0,328,130,99.0,41.9674,-87.65606,1
Standout Bronzeville 3BR Apartment Near Downtown,Grand Boulevard,Entire home/apt,3.0,1.0,6,2,180.0,138,30,95.0,41.81854000000001,-87.60821,0
Duplex in Logan Square! 3BR with Vintage Details,Logan Square,Entire home/apt,3.0,1.0,8,1,90.0,332,58,96.0,41.92065,-87.70093,0
R5 Lincoln Park / Lakeview / Zoo,Lincoln Park,Entire home/apt,1.0,1.0,2,2,60.0,86,138,91.0,41.92694,-87.63903,0
S5 Old Town / Downtown / Lincoln Park / Gold Coast,Near North Side,Entire home/apt,1.0,1.0,2,1,60.0,72,119,91.0,41.90833,-87.6334,0
Spacious Two Story Luxurious Home w/Outdoor Deck!,Lake View,Entire home/apt,3.0,2.0,6,3,283.0,365,44,100.0,41.93448,-87.65906,1
"Near Downtown, Lake, and Zoo; Sleeps 6",Lincoln Park,Entire home/apt,2.0,1.0,6,2,154.0,0,52,97.0,41.92054,-87.64246999999997,0
Austin Garden Apartment,Austin,Entire home/apt,2.0,1.0,4,5,44.0,172,22,86.0,41.88151,-87.76952,0
"Unique, comfortable oasis in the city",Avondale,Entire home/apt,2.0,1.0,4,1,83.0,177,81,97.0,41.93388,-87.69191,1
1 bedroom by the lake & 10 min away from downtown,Grand Boulevard,Entire home/apt,1.0,1.0,4,14,36.0,39,11,89.0,41.82345,-87.61728000000002,0
Modern Relaxing Northside Apt. in Jefferson Park,Jefferson Park,Entire home/apt,1.0,1.0,2,2,100.0,229,71,99.0,41.98324,-87.77749,1
Old Town Charmer - Near Lincoln Park & Zoo,Lincoln Park,Entire home/apt,3.0,2.0,8,1,184.0,21,52,98.0,41.91469,-87.63455,1
"The Unicorn Room, 8 minutes away from Loop",Near West Side,Private room,1.0,1.5,1,1,50.0,0,21,99.0,41.8629,-87.64981999999998,0
"Entire Bucktown Home, 4BR/2BA Sleeps 10 Near Train",West Town,Entire home/apt,4.0,2.0,10,2,174.0,3,74,98.0,41.91196,-87.68016,1
Affordable Room in Historic Ukrainian Village Apt,West Town,Private room,1.0,1.0,2,2,53.0,0,24,100.0,41.89641,-87.68318000000002,1
Private room in Wicker Park (new!),West Town,Private room,1.0,1.0,4,1,75.0,364,14,99.0,41.90547,-87.66864,1
"Renovated, peaceful 1BR with great natural light!",Edgewater,Entire home/apt,1.0,1.0,3,1,59.0,279,25,97.0,41.98846,-87.66147,0
Near University of Chicago- Close to everything,Fuller Park,Entire home/apt,2.0,1.0,6,2,55.0,78,152,88.0,41.79618,-87.6333,0
East Pilsen art loft,Lower West Side,Entire home/apt,1.0,1.0,2,1,80.0,0,138,94.0,41.85665,-87.64059,0
"Sunny, Cozy, Colorful  Andersonville",Uptown,Entire home/apt,2.0,1.0,4,1,90.0,141,87,99.0,41.97397,-87.67147,1
whole condo near downtown,Near West Side,Entire home/apt,1.0,2.0,3,1,75.0,0,10,90.0,41.86231,-87.6473,0
Bedroom in Logan Square/Avondale Apartment,Avondale,Private room,1.0,1.0,2,2,55.0,0,18,99.0,41.93304000000001,-87.70204,1
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,5,26.0,307,54,91.0,41.89327,-87.62652,0
Traveler's Dream - 1 bed in a shared bedroom,Near North Side,Hotel room,1.0,1.0,1,5,26.0,307,108,93.0,41.89157,-87.62829,0
5- Midway & McCormick house top entire place,Brighton Park,Entire home/apt,2.0,1.0,4,7,39.0,294,95,87.0,41.82235,-87.69546,0
Elegant & Clean Cottage Apt 20mins from O’Hare,Jefferson Park,Entire home/apt,3.0,1.0,6,3,92.0,342,57,100.0,41.96938,-87.7585,1
Crispy Clean 2-Br Garden Unit in Ravenswood Manor,Albany Park,Entire home/apt,2.0,1.0,4,2,98.0,111,40,99.0,41.96761,-87.7051,1
Cozy room off Chinatown - steps from the Line!,Armour Square,Private room,1.0,1.0,2,7,60.0,0,73,99.0,41.85762,-87.63235,1
"Spacious 2Br at the Mine of Diamonds, Third Floor",West Town,Entire home/apt,2.0,1.0,4,2,97.0,101,72,97.0,41.90549,-87.69028,1
WELCOME TO NANCY'S PAD!,Lake View,Entire home/apt,2.0,1.0,6,1,95.0,305,95,97.0,41.94005,-87.67045999999998,0
Entire condo in West Chicago!,West Town,Entire home/apt,2.0,1.0,6,1,68.0,48,112,93.0,41.8992,-87.6891,0
*Modern Spacious 4BDR /private parking-WiFINetflix,North Lawndale,Entire home/apt,4.0,1.0,8,3,125.0,275,60,91.0,41.86303,-87.71573000000002,0
Beautiful New 3 BDRs near Chinatown and McCormick,Bridgeport,Entire home/apt,3.0,2.0,9,3,173.0,180,66,96.0,41.84568,-87.64657,0
Quantum Schrodinger Apt,Lincoln Park,Private room,1.0,1.0,1,1,60.0,355,53,92.0,41.92748,-87.66823000000002,0
"4BR Duplex - Newly Updated, Great Location!",Humboldt Park,Entire home/apt,4.0,1.0,10,2,85.0,0,72,90.0,41.91179,-87.70536,0
BRAND NEW 3BR rehab in hip Logan Square!,Logan Square,Entire home/apt,3.0,1.0,6,2,120.0,97,87,99.0,41.92236,-87.70229,1
Animal House,Bridgeport,Entire home/apt,1.0,1.0,4,1,70.0,316,123,96.0,41.83308,-87.64891999999998,1
Perfect Room for a Group in Center of Wicker Park,West Town,Private room,1.0,1.0,5,2,60.0,0,12,88.0,41.90673,-87.67523,0
Restoring Chicago Speakeasy from 1920's Room 1A,Near North Side,Private room,1.0,1.0,2,1,80.0,269,243,97.0,41.8889,-87.63061,1
2 bed 2.5 bath Bucktown Apartment,Logan Square,Entire home/apt,2.0,2.5,4,2,125.0,0,19,99.0,41.91971,-87.67527,1
