name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
North Center. Free parking & no contact check-in!,North Center,Entire home/apt,1.0,1.0,2,2,50.0,0,125,98.0,41.95531,-87.679,1
Huge Modern Duplex Loft near Wrigley - Sleeps 12!,Lake View,Entire home/apt,3.0,2.5,12,1,250.0,0,61,98.0,41.93249,-87.66394,0
Boutique Retreat- Bucktown/ Logan Square,Logan Square,Entire home/apt,1.0,1.0,3,2,125.0,0,118,99.0,41.91808,-87.68614000000002,1
Lovely 3BR Apt Perfect for Cityscape near O'Hare,Portage Park,Entire home/apt,3.0,1.0,6,1,71.0,359,109,90.0,41.96648,-87.76831,0
Cool and Modern Chicago Apartment near Transit,Irving Park,Entire home/apt,3.0,1.0,5,1,99.0,66,114,99.0,41.9584,-87.71343,1
Beautiful and Relaxing Wrigleyville Apartment,Lake View,Entire home/apt,2.0,2.0,7,2,200.0,179,69,97.0,41.94713,-87.6568,0
B2 - Next To Downtown Chicago - Room,Near West Side,Private room,1.0,3.0,4,2,25.0,33,165,93.0,41.87784,-87.679,0
B3 - Chicago Next to Downtown - Room,Near West Side,Private room,1.0,3.0,4,3,25.0,1,163,95.0,41.87648,-87.67962,0
Perfect Sanitized Lincoln Park Work & Play,Lincoln Park,Entire home/apt,2.0,1.0,4,3,181.0,1,80,99.0,41.91801,-87.63869,1
Top of West Town Charm - 1BR Apt has all you need!,West Town,Entire home/apt,1.0,1.0,4,2,60.0,67,83,94.0,41.89388,-87.66168,1
Chicago Living: Your Home Away From Home,Douglas,Entire home/apt,1.0,1.0,4,2,135.0,140,65,99.0,41.83541,-87.6186,1
Chicago chinatown great location（B） (中文房东）,Armour Square,Private room,1.0,1.0,2,1,39.0,1,215,97.0,41.85045,-87.63635,1
B6 - Private Room Next to Downtown Chicago,Near West Side,Shared room,1.0,3.0,2,2,21.0,35,146,92.0,41.87574,-87.67938000000002,0
B7 - Next to Downtown Chicago - Private Room for 4,Near West Side,Private room,1.0,3.0,4,2,26.0,38,165,91.0,41.8774,-87.68119,0
#2F   ⬖  Dogs Stay Free! Modern Condo with Deck ⬗,Avondale,Entire home/apt,2.0,1.0,4,10,79.0,356,23,97.0,41.9345,-87.72006,0
Large 12 Bedroom Chicago Home- Sleeps 25,Avondale,Entire home/apt,12.0,4.0,16,2,464.0,262,37,98.0,41.93809,-87.72208,1
B4 - Chicago Next to Downtown - Private Room,Near West Side,Private room,1.0,3.0,4,2,23.0,33,191,92.0,41.87757,-87.67962,0
"Pup Friendly, Tropically Inspired, Back Yard!",Irving Park,Entire home/apt,2.0,1.0,5,2,103.0,170,13,95.0,41.94334,-87.73493,1
Elegant 4 br 4 bth Downtown ✨ Private Yard Parking,Near North Side,Entire home/apt,4.0,4.0,16,2,285.0,190,65,97.0,41.90659,-87.63694,0
Cool and Spacious 2 bed - 2.5 bath duplex-up Unit,West Town,Entire home/apt,2.0,2.5,4,2,171.0,0,19,99.0,41.90472000000001,-87.68948,0
Luxury Private Bedroom in Chicago - Free Parking,Forest Glen,Private room,1.0,1.0,2,1,64.0,180,49,98.0,41.99613,-87.73406,1
Casa Louisa,West Town,Entire home/apt,2.0,1.0,4,1,125.0,78,46,96.0,41.89122,-87.67675,0
"Private BR/BA in Greystone w/ TV, Free St Parking",Grand Boulevard,Private room,1.0,1.0,2,1,59.0,1,32,98.0,41.81328,-87.62356,1
Wicker park,West Town,Entire home/apt,2.0,2.0,6,2,157.0,73,10,98.0,41.91089,-87.69179,1
Logan Square Lookout,Avondale,Entire home/apt,1.0,1.0,4,1,39.0,309,270,98.0,41.93487,-87.70589,1
Clean & Sanitized - Wrigleyville Friends Unit,Lake View,Entire home/apt,5.0,1.0,7,1,120.0,310,61,92.0,41.94472,-87.65031,0
Classic BuckTown with Backyard & Garage Parking.,West Town,Entire home/apt,3.0,1.0,6,30,210.0,89,41,99.0,41.90949000000001,-87.67506999999998,1
Designer Furnished Family Home,West Town,Entire home/apt,2.0,2.0,4,2,500.0,89,13,100.0,41.89197,-87.67595,0
G1. Best location and most affordable! So much fun,Logan Square,Private room,1.0,1.0,1,5,26.0,90,220,97.0,41.91689,-87.69454,0
G2. Best location and most affordable! So much fun,Logan Square,Private room,1.0,1.0,1,7,45.0,80,165,95.0,41.91831,-87.6959,0
Beautiful Lincoln Park 2 Bedroom Basement Apt,Lincoln Park,Entire home/apt,2.0,2.0,4,2,200.0,0,43,94.0,41.92254000000001,-87.64895,1
Walk to Lake Michigan From a Contemporary Uptown Haven,Uptown,Entire home/apt,1.0,1.0,2,1,50.0,0,288,98.0,41.96549,-87.6592,1
The Maplewood |Patio+Rooftop Deck|Garage|Sleeps20,West Town,Entire home/apt,5.0,3.5,16,3,557.0,352,23,99.0,41.90902,-87.6868,1
Entire Beautiful 3 Bed Unit Near Wrigley Field!,Avondale,Entire home/apt,3.0,1.0,8,2,88.0,308,84,94.0,41.93949,-87.69975,1
2 Bedroom  city apartment in the heart of Pilsen,Lower West Side,Entire home/apt,2.0,1.0,6,2,74.0,79,72,94.0,41.85417,-87.6707,0
Wicker Park: Newly-Furnished Nest Close To It All!,West Town,Entire home/apt,1.0,1.0,4,7,85.0,63,22,95.0,41.90941,-87.68529000000002,0
Sunny 2BR in the heart of Lincoln Park,Lincoln Park,Entire home/apt,2.0,1.0,6,1,102.0,0,67,91.0,41.91353,-87.64256,0
303 Netflix ready Room very comfortable,Edgewater,Private room,1.0,1.0,2,1,29.0,312,40,89.0,41.98526,-87.67211999999998,0
19c. Greystone 3 bd/2ba near UChicago Med Center,Woodlawn,Entire home/apt,3.0,2.0,6,4,118.0,76,65,93.0,41.77774,-87.59255,0
"Steps to Shops, Eats | Easy Access + W&D | Zencity",West Town,Entire home/apt,2.0,1.0,5,1,48.0,187,169,95.0,41.90348,-87.68209,0
Spacious 2BR Apt. Close to Airport + Parking,Jefferson Park,Entire home/apt,2.0,1.0,4,1,49.0,361,104,91.0,41.96987,-87.76858,0
Charming E. Garfield Park Row Home Apartment,East Garfield Park,Entire home/apt,1.0,1.0,3,1,100.0,0,27,96.0,41.88521,-87.70501999999998,0
Bucktown's Best Bang for the Buck,Logan Square,Entire home/apt,2.0,1.0,6,2,90.0,218,84,94.0,41.92072,-87.68370999999998,0
Perfect Location Downtown Apartment Great View 4,Near West Side,Entire home/apt,1.0,1.0,3,2,103.0,65,192,98.0,41.88113,-87.64184,1
Suite at 32 East,Greater Grand Crossing,Entire home/apt,2.0,1.0,6,2,99.0,355,24,92.0,41.769,-87.62338000000003,0
Large apartment near O'Hare,Dunning,Entire home/apt,1.0,1.0,2,3,68.0,0,44,98.0,41.95179,-87.83525999999998,0
Suite at 30 East,Greater Grand Crossing,Entire home/apt,2.0,1.0,6,2,99.0,355,20,90.0,41.76933,-87.62398,0
2 Bedrooms 1 Bathroom near  University of Chicago,South Shore,Entire home/apt,2.0,1.0,6,3,143.0,140,14,98.0,41.76665,-87.58659,0
"Amazing Modern Condo, *3 BED & *2BATH in CHICAGO!!",Irving Park,Entire home/apt,3.0,2.0,6,14,117.0,252,89,96.0,41.95568,-87.70039,0
Private room with 2 twin beds in Chicago rowhouse,Near West Side,Private room,1.0,1.0,2,2,49.0,0,27,93.0,41.86893,-87.68401,1
Great Townhouse near University of Chicago Campus,Woodlawn,Entire home/apt,3.0,2.0,6,5,155.0,280,67,100.0,41.785,-87.59996,1
"Amazing Private Room on own fl. Downtown, Mcormick",Bridgeport,Private room,1.0,1.0,2,3,288.0,89,18,98.0,41.8465,-87.65223,0
Charming Bucktown Garden Apartment,Logan Square,Entire home/apt,2.0,1.0,3,3,85.0,325,72,95.0,41.91446,-87.68249,0
Blossoming Apartment,West Ridge,Entire home/apt,1.0,1.0,3,3,85.0,88,23,89.0,42.01369,-87.68386,0
In artistic Pilsen~Continental Breakfast~Near DWTN,Lower West Side,Entire home/apt,2.0,1.0,5,2,89.0,345,112,97.0,41.85962,-87.65809,0
711 The Penthouse,West Town,Entire home/apt,5.0,2.5,16,2,821.0,336,66,98.0,41.89422,-87.6531,1
Oasis 1 #32 - 2 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,2.0,1.0,7,1,113.0,364,26,96.0,41.85321,-87.63235999999998,1
Modern Chicago Home Away from Home,Bridgeport,Entire home/apt,2.0,1.0,6,2,185.0,86,38,99.0,41.84521,-87.6394,1
Hotelier Host - Wrigley/Lakeview. Pvt Roof & Bath,Lake View,Private room,1.0,1.0,2,1,99.0,0,78,99.0,41.94613,-87.65335,0
Chic Home West of Wicker Park,West Town,Entire home/apt,2.0,2.0,4,3,112.0,12,101,97.0,41.90723,-87.68916,1
The Woodlawn Grey  - Large 3bd/3ba Apt by UChicago,Woodlawn,Entire home/apt,3.0,3.0,6,3,155.0,139,26,97.0,41.77981,-87.60268,0
Stylish mid-century modern apartment,Portage Park,Entire home/apt,1.0,1.0,2,15,50.0,102,103,98.0,41.95472,-87.75165,1
Designer 3BR with Balcony & Elevator on Clark!,Uptown,Entire home/apt,3.0,2.0,6,1,81.0,345,108,99.0,41.96289,-87.66598,1
A Roscoe Village Garden Apartment with a Garden!,North Center,Entire home/apt,2.0,1.0,5,1,81.0,246,75,98.0,41.94248,-87.67478,1
"Penthouse Level, Stunning Wrigley Stay",Lake View,Entire home/apt,2.0,1.0,6,1,150.0,347,49,93.0,41.94472,-87.65031,0
Bucktown Home - Great Location!,Logan Square,Entire home/apt,4.0,3.5,8,2,509.0,139,43,98.0,41.91855,-87.68486,1
Chicago Getaway - Private room,Chatham,Private room,1.0,2.0,4,3,47.0,179,41,99.0,41.74251,-87.61518000000002,1
G-House 2,New City,Private room,1.0,1.0,2,2,60.0,180,25,99.0,41.79553,-87.65120999999998,1
G-HOUSE,New City,Private room,1.0,1.0,2,2,50.0,180,26,98.0,41.79555,-87.65146,1
2BR+parking btwn ORD&Downtown. quiet. Walkscore 93,Avondale,Entire home/apt,2.0,1.0,4,2,61.0,286,104,98.0,41.93445,-87.7184,1
Private Entrance+Bathroom |Modern+Safe in Logan Sq,Logan Square,Private room,1.0,1.0,2,1,35.0,38,65,97.0,41.92784,-87.72386,1
Chicago’s Dickens Place a trendy centralized flat,Logan Square,Entire home/apt,2.0,1.0,8,2,123.0,294,83,94.0,41.91962,-87.71141999999998,0
Whole apartment! 2 Bed/2 bath steps from Wrigley!!,Lake View,Entire home/apt,2.0,2.0,4,14,228.0,360,15,99.0,41.94723,-87.65378,1
Contemporary and Cozy with Dedicated Parking,Near West Side,Entire home/apt,2.0,1.0,6,2,168.0,0,102,97.0,41.87265,-87.66187,1
Near 606 Trail | Free Garage Parking | W&D |LUXTEL,Humboldt Park,Entire home/apt,3.0,1.0,7,2,124.0,20,48,100.0,41.91252,-87.72459,1
Private Room - Simple and Cozy,Chatham,Private room,1.0,2.0,2,3,45.0,179,41,99.0,41.74274000000001,-87.61495,1
master BR in modern Ukr Vlg gem w/ full breakfast,West Town,Private room,1.0,1.0,2,2,30.0,38,90,92.0,41.89646,-87.68959,0
Peaceful River West Apt - free gated parking,West Town,Entire home/apt,2.0,1.0,4,2,112.0,35,145,100.0,41.8902,-87.64574,1
2 Bedroom Bucktown Apartment - So Charming!,West Town,Entire home/apt,2.0,1.0,6,1,92.0,0,115,95.0,41.91099000000001,-87.686,1
Rose of Roscoe,North Center,Entire home/apt,3.0,1.5,6,2,225.0,363,12,100.0,41.93728,-87.67351,1
"Holiday Rental -Spacious 2 BR, quick to downtown",West Town,Entire home/apt,2.0,1.0,4,100,1000.0,0,23,95.0,41.90231,-87.66728,0
Spacious Duplex with Courtyard,Lincoln Park,Entire home/apt,3.0,2.0,8,3,84.0,0,61,99.0,41.93133,-87.66221999999998,1
★House in Hot Neighborhood ★Central to Everything!,Logan Square,Private room,1.0,2.0,2,1,64.0,0,108,98.0,41.91516,-87.6981,0
Large Chicago apt  excellent for families/business,Lincoln Park,Entire home/apt,4.0,3.0,8,1,750.0,75,20,100.0,41.93193,-87.64243,0
C. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,Calumet Heights,Shared room,1.0,1.0,1,2,16.0,348,58,97.0,41.72825,-87.57845,0
D. MANSION SHARED COED ROOM (NOT PRIVATE) TOP BUNK,Calumet Heights,Shared room,1.0,4.0,1,2,15.0,326,66,97.0,41.73003,-87.57701999999998,0
Cozy Cot 2720  NOT A PRIVATE ROOM,North Lawndale,Shared room,1.0,1.0,1,2,14.0,345,118,91.0,41.8568,-87.6929,0
"UChicago, Sci Museum | Lake View + Gym | Zencity",Hyde Park,Entire home/apt,2.0,2.0,4,1,52.0,160,121,93.0,41.7969,-87.58075,0
"UChicago, Lake, Sci Museum | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,1.0,2,1,45.0,186,133,93.0,41.79661,-87.58114,0
"★★★Charming 2BR near downtown, +FREE parking★★★",West Town,Entire home/apt,2.0,1.0,8,3,83.0,50,66,99.0,41.89355,-87.6621,0
★House in Hot Neighborhood ★FREE Street Parking,Logan Square,Private room,1.0,2.0,2,1,58.0,0,101,99.0,41.91515,-87.69745999999998,0
Cozy Small Room in Edgewater,Edgewater,Private room,1.0,1.0,1,2,40.0,0,36,98.0,41.99617,-87.6683,1
Modern Room in Sunny Edgewater Home,Edgewater,Private room,1.0,1.0,1,2,45.0,0,33,99.0,41.99617,-87.6683,1
Sunlit Sanctuary with Huge Landscaped Private Outdoor Patio,Lake View,Entire home/apt,3.0,2.5,6,5,323.0,302,56,100.0,41.93618,-87.65602,1
Cute Celebrity themed retreat Super clean !,Austin,Entire home/apt,2.0,1.5,5,2,120.0,0,22,95.0,41.88464000000001,-87.77434000000002,0
★House in Hot Neighborhood ★Cosy Single,Logan Square,Private room,1.0,2.0,1,1,53.0,0,59,99.0,41.9161,-87.69570999999998,0
Excellent Cozy BuckTown,West Town,Entire home/apt,2.0,1.0,5,60,149.0,90,20,100.0,41.9106,-87.67475999999998,1
Little Village studio,South Lawndale,Entire home/apt,1.0,1.0,2,1,45.0,44,147,90.0,41.84942,-87.69918,0
2 bedroom apartment near Chinatown,Bridgeport,Entire home/apt,2.0,1.0,3,2,72.0,0,159,90.0,41.84405,-87.63971,0
Oasis 1 #12 - 2 Bedroom Condo - McCormick Place,Armour Square,Entire home/apt,2.0,1.0,7,1,114.0,365,42,97.0,41.85312,-87.63306999999998,1
Private room in Irving Park!,Irving Park,Private room,1.0,1.0,2,2,26.0,0,16,96.0,41.95417,-87.71188000000002,0
"R4 Lincoln Park, Zoo, Lakeview Studio",Lincoln Park,Entire home/apt,1.0,1.0,2,1,56.0,86,140,89.0,41.92873,-87.64084,0
♥ 3BR/2.5 BA House + Roof Deck in Wicker Park  ♥,West Town,Entire home/apt,3.0,2.5,12,3,499.0,255,25,100.0,41.91009,-87.69029,1
Hermosa Homestead - Single room,Hermosa,Private room,1.0,1.5,2,2,45.0,139,12,100.0,41.91472,-87.72711,1
F. MANSION SHARED COED ROOM (NOT PRIVATE) TOP BUNK,Calumet Heights,Shared room,1.0,4.0,1,2,15.0,343,26,98.0,41.7278,-87.57853,0
Bachelor Pad in the heart of a great neighborhood!,Irving Park,Entire home/apt,1.0,1.0,3,2,89.0,0,34,98.0,41.96391,-87.7354,1
"Cozy, Stylish 2BR Apt near O'Hare Int'l Airport",Portage Park,Entire home/apt,2.0,1.0,4,1,49.0,348,80,88.0,41.96704,-87.76796,0
Nice and clean 2,Humboldt Park,Private room,1.0,1.0,2,1,46.0,365,45,93.0,41.90887,-87.71448000000002,0
Quiet room near McCormick- for women,Douglas,Private room,1.0,1.0,2,1,45.0,344,43,90.0,41.82938,-87.61929,0
guest BR in rehabbed Ukr Vlg gem w/ full breakfast,West Town,Private room,1.0,1.0,2,2,29.0,28,67,92.0,41.89646,-87.68959,0
XL Private Bedroom/Bath - walk to Wrigley/Lake!,Uptown,Private room,1.0,1.0,2,2,53.0,0,37,100.0,41.95778,-87.65491,1
2-Story Coach House in Old Town! Great Location!,Lincoln Park,Entire home/apt,2.0,1.0,5,2,156.0,0,96,99.0,41.91181,-87.64177,1
"Feel at Home in Chicago, with Parking, Steps from Evanston",West Ridge,Entire home/apt,2.0,1.0,5,1,71.0,314,244,98.0,42.01225,-87.68451,1
Private room in a beautiful Little Italy home.,Near West Side,Private room,1.0,1.0,1,2,80.0,89,30,99.0,41.86875,-87.6611,1
A place for a short stay in center of Logan Square,Logan Square,Private room,1.0,1.0,2,1,35.0,295,12,100.0,41.92623,-87.69176999999998,0
"S4 Old Town, Gold Coast, Downtown, Lincoln Park",Near North Side,Entire home/apt,1.0,1.0,2,1,54.0,84,108,92.0,41.9088,-87.63458,0
Beautiful clean garden unit in Ukranian Village,West Town,Entire home/apt,1.0,1.0,4,2,75.0,109,90,96.0,41.89985,-87.68751999999998,0
Behind the Beaten Path,Humboldt Park,Entire home/apt,2.0,1.0,6,2,80.0,164,100,88.0,41.9026,-87.70854,0
Red Room,East Garfield Park,Private room,1.0,1.0,2,1,35.0,180,36,83.0,41.88457,-87.70975,0
"Cozy private room /Blue Line ,Metra train /",Irving Park,Private room,1.0,1.0,1,30,50.0,364,26,98.0,41.95805,-87.72962,0
"*McCormickMidway5 mi downtown43GreenTrain,FreePark",Grand Boulevard,Private room,2.0,1.0,4,3,85.0,365,10,73.0,41.81623,-87.6217,0
Modern New Built in the Heart of City,West Town,Entire home/apt,3.0,2.0,8,2,299.0,255,55,98.0,41.90433,-87.67175999999998,0
2 Bedrooms in the Best Location - Noble Square!,West Town,Entire home/apt,2.0,1.0,6,1,60.0,327,93,92.0,41.89847,-87.66476999999998,0
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",Kenwood,Entire home/apt,1.0,1.0,3,1,42.0,194,103,90.0,41.80254,-87.58431,0
Cozy 2 Bedroom Apartment Near Chinatown,Bridgeport,Entire home/apt,2.0,1.0,4,2,72.0,341,138,89.0,41.84503,-87.63988,0
Comfort & Clean!! 15 min ORD/Dwntwn1 & Parking,Jefferson Park,Entire home/apt,1.0,1.0,2,2,68.0,356,168,92.0,41.97093,-87.7715,0
A Stones Throw from U Chicago South Campus!,Woodlawn,Entire home/apt,2.0,1.0,6,3,115.0,333,84,99.0,41.78273,-87.59969,1
Chic Downtown Condo - Heart of River North!,Near North Side,Entire home/apt,2.0,2.0,6,2,188.0,66,56,98.0,41.89388,-87.63476999999997,1
Pilsen cozy simple 2nd floor bedroom,Lower West Side,Private room,1.0,1.0,2,2,3000.0,90,37,97.0,41.85383,-87.67274,1
Cozy Ukrainian Village Apt,West Town,Entire home/apt,1.0,1.0,4,1,75.0,0,145,98.0,41.89662,-87.69215,1
Spectacular Downtown High Rise Extraordinary view,Near South Side,Private room,1.0,1.0,2,1,54.0,53,148,95.0,41.86366,-87.62691,0
"Free Parking, rehabbed and Close to Downtown!",South Lawndale,Entire home/apt,3.0,1.0,10,2,80.0,257,96,94.0,41.84592,-87.69844,0
Brand new stylish apt- with all the cozy comforts!,Humboldt Park,Entire home/apt,1.0,1.0,5,2,80.0,225,33,96.0,41.91377,-87.70352,0
"BR in Historic Greystone, 2 blocks to Blue Line",Logan Square,Private room,1.0,1.0,2,4,31.0,0,63,100.0,41.92997,-87.7123,1
"Stylish, Shared Apartment for the Perfect Get Away",South Lawndale,Private room,1.0,1.0,2,3,20.0,82,51,95.0,41.84716,-87.72144,0
Clean & Sanitized - Perfect Wrigleyville Stay,Lake View,Entire home/apt,2.0,1.0,8,1,121.0,316,34,88.0,41.94472,-87.65031,0
Stunning downtown High Rise apartment amazing view,Near South Side,Private room,1.0,1.0,2,1,54.0,0,136,94.0,41.86559000000001,-87.62666999999998,0
E. MANSION SHARED COED ROOM (NOT PRIVATE) LOW BUNK,Calumet Heights,Shared room,1.0,4.0,1,5,16.0,365,39,98.0,41.72955,-87.57819,0
B. MANSION SHARED COED ROOM (NOT PRIVATE) TOP BUNK,Calumet Heights,Shared room,1.0,4.0,1,2,15.0,340,53,94.0,41.72974,-87.57805,0
Near Soldier Field + United Center + Wrigley Field,Lake View,Entire home/apt,2.0,1.0,6,3,213.0,364,16,93.0,41.94335,-87.65071,0
Al's Oasis Chicago,Irving Park,Private room,1.0,1.0,2,1,60.0,264,68,99.0,41.94898,-87.70343000000003,1
Roscoe Village Radiance! 3BR Home w/ Parking,North Center,Entire home/apt,3.0,2.0,9,1,83.0,353,46,98.0,41.9384,-87.68297,0
Best/Coolest Logan Square with sunroom and garden,Logan Square,Entire home/apt,2.0,1.0,4,3,175.0,0,68,99.0,41.91606,-87.70188,1
Ukrainian Village 3 Bedroom Apartment,West Town,Entire home/apt,3.0,1.0,6,3,150.0,350,22,100.0,41.8992,-87.68257,1
NEW Apartment in Old Town!,Near North Side,Entire home/apt,3.0,1.5,14,2,209.0,174,54,92.0,41.90957,-87.63462,0
Amazing 3 br* Patio * Parking *Fireplace* Downtown,Near North Side,Entire home/apt,3.0,2.5,10,2,199.0,250,110,94.0,41.90965,-87.63746,0
Easy Living in Lake View East!,Lake View,Entire home/apt,1.0,1.0,2,5,60.0,0,15,99.0,41.95223,-87.64963,0
Niiice Space in the heart of Uptown,Uptown,Private room,1.0,1.0,2,1,55.0,87,32,97.0,41.96757,-87.65796999999998,1
Chicago (Upscale Neighborhood) Multi-Unit Estate,Irving Park,Entire home/apt,4.0,2.5,10,2,408.0,364,18,100.0,41.95684,-87.73013,0
Lincoln Park Shared Housing for Fun,Lincoln Park,Shared room,1.0,1.0,8,1,60.0,0,27,88.0,41.9314,-87.64331,0
Retreat to a Stylish 3-Bedroom Brownstone,Douglas,Entire home/apt,3.0,2.0,8,2,179.0,193,27,96.0,41.83245,-87.62068000000002,1
LAKEWOOD MANOR GUEST SUITE |WIFI | PREMIUM CABLE,Edgewater,Entire home/apt,1.0,1.0,2,2,99.0,110,34,98.0,41.99699,-87.66296,1
"McCormick's  Place Across Street, 2 free parkings",Near South Side,Entire home/apt,3.0,3.0,7,3,200.0,215,49,98.0,41.84737,-87.61934000000002,1
Stay a block from Wrigley! 2 bedroom on Clark,Lake View,Entire home/apt,2.0,1.0,6,1,87.0,328,113,95.0,41.94632,-87.65652,1
South Loop Wintrust Soldier Field McCormick Place,Near South Side,Private room,1.0,1.0,1,3,75.0,0,19,100.0,41.85558,-87.62526,1
"2B Chicago Room with two beds, Roku TV, Wifi 2B",Edgewater,Private room,1.0,1.0,3,1,39.0,303,14,94.0,41.98617,-87.67142,0
Big 4 bedroom single home by McCormick & Downtown,Bridgeport,Entire home/apt,4.0,2.0,8,1,230.0,362,51,92.0,41.8453,-87.65623000000002,0
Spacious Bedroom in Modern Condo w/private bath,Uptown,Private room,1.0,1.0,2,1,88.0,270,40,100.0,41.9717,-87.65633000000003,1
Little Village,South Lawndale,Entire home/apt,2.0,1.0,4,1,55.0,0,127,91.0,41.84953,-87.70065,0
"Cozy, Inviting and Warm 2BR Albany Park Apartment",Albany Park,Entire home/apt,2.0,1.0,4,2,99.0,0,15,97.0,41.96464,-87.71006,0
HIP Logan Sq SPACIOUS & CLEAN 2 bed top floor apt!,Logan Square,Entire home/apt,2.0,1.0,7,2,95.0,265,85,95.0,41.92564,-87.71545,0
"Clean, Garden Floor on Little Village Boulevard",South Lawndale,Entire home/apt,3.0,1.0,6,2,130.0,0,24,96.0,41.85194,-87.69861999999998,0
Private Bedroom in the Heart of Chicago for 2,Lower West Side,Private room,1.0,1.0,2,1,70.0,178,40,97.0,41.85297,-87.68074,1
Cute home in Chicago's famous Pilsen neighborhood,Lower West Side,Entire home/apt,2.0,2.0,4,2,125.0,356,26,96.0,41.85604,-87.6768,1
Private Room in Pilsen Chicago for 2,Lower West Side,Private room,1.0,1.0,2,1,70.0,361,36,96.0,41.85273,-87.67863,1
Cozy Hideout in Art Filled Chicago Neighborhood,Lower West Side,Private room,1.0,1.0,2,2,100.0,78,88,100.0,41.8575,-87.65819,1
(Entire house) Extended Stay Apt for Professionals,South Shore,Entire home/apt,2.0,2.0,4,32,60.0,324,23,97.0,41.76758,-87.56822,0
Quiet and Spacious Yoga Studio Loft,Bridgeport,Private room,1.0,1.0,1,5,40.0,365,13,97.0,41.82522,-87.63987,1
Comfort & Clean! 15 min ORD/Dwntwn2 & Parking,Jefferson Park,Entire home/apt,1.0,1.0,4,3,67.0,353,132,95.0,41.97051,-87.77087,0
Rooftop views next to everything,West Town,Private room,1.0,1.0,2,2,88.0,69,24,97.0,41.8917,-87.66679,0
Ocean grey room,East Garfield Park,Private room,1.0,1.0,2,2,50.0,180,14,83.0,41.88567000000001,-87.70787,0
Bronzeville Suite Near McCormick - Entire Basement,Grand Boulevard,Private room,1.0,1.0,2,2,45.0,6,46,97.0,41.81497,-87.61143,1
Home Office/Quiet Location/Walkable/Fast Wifi,West Town,Entire home/apt,1.0,1.0,3,2,111.0,277,58,98.0,41.89423,-87.66205,1
Purple Room,East Garfield Park,Private room,1.0,1.0,2,2,38.0,180,15,84.0,41.88558,-87.70948,0
"Northside Charmer—Safe Neighborhood, Easy Parking",North Park,Entire home/apt,2.0,1.0,5,2,66.0,131,79,98.0,41.98476,-87.73087,1
River North  2 bedroom condo with fabulous views,Near North Side,Entire home/apt,2.0,1.0,4,30,90.0,197,12,97.0,41.896,-87.62907,1
Fully Furnished Apartment Wicker Park Free Parking,West Town,Entire home/apt,1.0,1.0,2,1,95.0,51,261,99.0,41.9011,-87.66337,1
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,1.0,3,1,39.0,170,81,89.0,41.801,-87.58425,0
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,1.0,3,1,41.0,102,75,93.0,41.80079,-87.58485,0
"UChicago, Shops + Eats, Lake | Gym + W&D | Zencity",Hyde Park,Entire home/apt,1.0,1.0,3,1,42.0,163,76,94.0,41.79945,-87.58381999999997,0
Queen bed in West loop/united center/med dist 1,Near West Side,Private room,1.0,1.0,2,1,39.0,0,43,97.0,41.88179,-87.6811,0
3 bedroom townhome minutes from Downtown,West Town,Entire home/apt,3.0,2.0,6,3,93.0,23,151,97.0,41.90142,-87.66277,1
S3 Studio in OldTown with Balcony,Near North Side,Entire home/apt,1.0,1.0,2,1,59.0,84,119,93.0,41.90685,-87.63309,0
Princeton Bath and Tennis 1,Fuller Park,Entire home/apt,2.0,1.0,4,1,52.0,364,74,88.0,41.81399999999999,-87.63280999999998,0
Vintage 3BR Apartment in Logan Square,Logan Square,Entire home/apt,3.0,1.0,6,2,68.0,47,28,99.0,41.92259,-87.71556,1
Modern Cozy Chicago Apartment At The Best Location,Loop,Entire home/apt,1.0,1.0,4,1,76.0,90,81,92.0,41.86788,-87.62678000000002,0
Perfect spot LINCOLN Park/Old Town,Lincoln Park,Private room,1.0,1.0,2,1,125.0,87,15,99.0,41.91767,-87.64166999999998,0
Updated Condo near Downtown with Porch,West Town,Private room,1.0,1.0,2,1,39.0,0,102,97.0,41.8949,-87.66244,0
Home for Relaxing & Entertaining Near to Wrigley,North Center,Entire home/apt,5.0,4.5,16,2,529.0,357,10,100.0,41.95683,-87.69037,0
LARGE SPACE - TWO LEVELS  - DECK - PARKING!,Lincoln Park,Entire home/apt,4.0,2.0,14,30,125.0,165,45,97.0,41.92873,-87.65856,0
Comfort & Clean! 15 min ORD/Dwntwn3 & Parking,Jefferson Park,Entire home/apt,1.0,1.0,4,3,72.0,0,84,95.0,41.97263,-87.77251,0
*Gorgeous Hideout in Pilsen! Close to Everything*,Lower West Side,Entire home/apt,2.0,1.0,4,2,87.0,0,99,98.0,41.85709,-87.67092,1
"Entire place, only 15 min away from Downtown!",South Lawndale,Entire home/apt,2.0,1.0,4,2,98.0,281,24,95.0,41.83793,-87.71065,1
